,booth,electorate,party,candidate,votes
11285,Forde,Ginninderra,The ACT Greens,"CLAY, Jo",0
11286,Forde,Ginninderra,The ACT Greens,"LIERSCH, Tim",0
11287,Forde,Ginninderra,The ACT Greens,"MILLNER, Katt",0
11288,Forde,Ginninderra,Ungrouped,"CULLEN, Mignonne",0
11289,Forde,Kurrajong,ACT Labor,"ANDERSON, Judy",0
11290,Forde,Kurrajong,ACT Labor,"BARR, Andrew",0
11291,Forde,Kurrajong,ACT Labor,"INGRAM, Jacob",0
11292,Forde,Kurrajong,ACT Labor,"NORTHAM, Maddy",0
11293,Forde,Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",0
11294,Forde,Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",0
11295,Forde,Kurrajong,Animal Justice Party,"SMITH, Julie",0
11296,Forde,Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",0
11297,Forde,Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",0
11298,Forde,Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",0
11299,Forde,Kurrajong,Canberra Liberals,"BURCH, Candice",0
11300,Forde,Kurrajong,Canberra Liberals,"GUMBER, Rattesh",0
11301,Forde,Kurrajong,Canberra Liberals,"JOHNSON, Robert",0
11302,Forde,Kurrajong,Canberra Liberals,"LEE, Elizabeth",0
11303,Forde,Kurrajong,Canberra Liberals,"PENTONY, Patrick",0
11304,Forde,Kurrajong,Canberra Progressives,"BOHM, Tim",0
11305,Forde,Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",0
11306,Forde,Kurrajong,Canberra Progressives,"FAULKNER, Therese",0
11307,Forde,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"ANGEL, Joy",0
11308,Forde,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"HAYDON, John",0
11309,Forde,Kurrajong,The ACT Greens,"BOISEN, Adriana",0
11310,Forde,Kurrajong,The ACT Greens,"BREWER, Michael",0
11311,Forde,Kurrajong,The ACT Greens,"RATTENBURY, Shane",0
11312,Forde,Kurrajong,The ACT Greens,"VASSAROTTI, Rebecca",0
11313,Forde,Kurrajong,The Community Action Party (ACT),"HOPPER, Alvin",0
11314,Forde,Kurrajong,The Community Action Party (ACT),"WILLIAMS, Robyn",0
11315,Forde,Kurrajong,Ungrouped,"DAMIANO, Marilena",0
11316,Forde,Kurrajong,Ungrouped,"PAINE, Bruce",0
11317,Forde,Murrumbidgee,ACT Labor,"CODY, Bec",0
11318,Forde,Murrumbidgee,ACT Labor,"DOBSON, Tim",0
11319,Forde,Murrumbidgee,ACT Labor,"LONG, Brendan",0
11320,Forde,Murrumbidgee,ACT Labor,"PATERSON, Marisa",0
11321,Forde,Murrumbidgee,ACT Labor,"STEEL, Chris",0
11322,Forde,Murrumbidgee,Animal Justice Party,"del VALLE, Yana",0
11323,Forde,Murrumbidgee,Animal Justice Party,"HANDBY, Edmund",0
11324,Forde,Murrumbidgee,Australian Climate Change Justice Party,"BYRNES, Rohan",0
11325,Forde,Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",0
11326,Forde,Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",0
11327,Forde,Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",0
11328,Forde,Murrumbidgee,Australian Climate Change Justice Party,"VEENSTRA, Peter",0
11329,Forde,Murrumbidgee,Canberra Liberals,"COCKS, Ed",0
11330,Forde,Murrumbidgee,Canberra Liberals,"HANSON, Jeremy",0
11331,Forde,Murrumbidgee,Canberra Liberals,"JONES, Giulia",0
11332,Forde,Murrumbidgee,Canberra Liberals,"SINGH, Amardeep",0
11333,Forde,Murrumbidgee,Canberra Liberals,"SUINE, Sarah",0
11334,Forde,Murrumbidgee,Canberra Progressives,"KNIGHT, Robert",0
11335,Forde,Murrumbidgee,Canberra Progressives,"LIN, Stephen",0
11336,Forde,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","GILMAYER, Mark",0
11337,Forde,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","YEATMAN, Gordon",0
11338,Forde,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"BUCKMASTER, Geoff",0
11339,Forde,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"MAIL, Jill",0
11340,Forde,Murrumbidgee,The ACT Greens,"BAKER, Terry",0
11341,Forde,Murrumbidgee,The ACT Greens,"DAVIDSON, Emma",0
11342,Forde,Murrumbidgee,The ACT Greens,"GORENG GORENG, Tjanara",0
11343,Forde,Murrumbidgee,Ungrouped,"CARRICK, Fiona",0
11344,Forde,Murrumbidgee,Ungrouped,"PERREN-LEVERIDGE, Lee",0
11345,Forde,Murrumbidgee,Ungrouped,"WHYTE, Brendan",0
11346,Forde,Yerrabi,ACT Labor,"FISCHER, Tom",31
11347,Forde,Yerrabi,ACT Labor,"GUPTA, Deepak-Raj",59
11348,Forde,Yerrabi,ACT Labor,"ORR, Suzanne",56
11349,Forde,Yerrabi,ACT Labor,"PETTERSSON, Michael",41
11350,Forde,Yerrabi,ACT Labor,"PHILLIPS, Georgia",43
11351,Forde,Yerrabi,Animal Justice Party,"BRENNAN, Bernie",6
11352,Forde,Yerrabi,Animal Justice Party,"HORNE, Francine",5
11353,Forde,Yerrabi,Australian Federation Party Australian Capital Territory,"HUSSAIN, Mohammad Munir",1
11354,Forde,Yerrabi,Canberra Liberals,"CASTLEY, Leanne",63
11355,Forde,Yerrabi,Canberra Liberals,"COE, Alistair",129
11356,Forde,Yerrabi,Canberra Liberals,"MILLIGAN, James",48
11357,Forde,Yerrabi,Canberra Liberals,"NADIMPALLI, Krishna",26
11358,Forde,Yerrabi,Canberra Liberals,"VADAKKEDATHU, Jacob",36
11359,Forde,Yerrabi,Canberra Progressives,"STELZIG, Mike",4
11360,Forde,Yerrabi,Canberra Progressives,"WILLIAMS, Bethany",14
11361,Forde,Yerrabi,David Pollard Independent,"POLLARD, David",10
11362,Forde,Yerrabi,David Pollard Independent,"POLLARD, Stephanie",5
11363,Forde,Yerrabi,Labour DLP,"HELMORE, Olivia",5
11364,Forde,Yerrabi,Labour DLP,"STRANG, Bernie",10
11365,Forde,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",4
11366,Forde,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",4
11367,Forde,Yerrabi,The ACT Greens,"BRADDOCK, Andrew",26
11368,Forde,Yerrabi,The ACT Greens,"HAQUE, Mainul",14
11369,Forde,Yerrabi,Ungrouped,"CROSS, Helen",3
11370,Forde,Yerrabi,Ungrouped,"LI, Fuxin",9
11371,Giralang,Brindabella,ACT Labor,"BURCH, Joy",0
11372,Giralang,Brindabella,ACT Labor,"DAY, Cathy",0
11373,Giralang,Brindabella,ACT Labor,"FORDE, Brendan",0
11374,Giralang,Brindabella,ACT Labor,"GENTLEMAN, Mick",0
11375,Giralang,Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",0
11376,Giralang,Brindabella,Animal Justice Party,"FAHIZ, Jannah",0
11377,Giralang,Brindabella,Animal Justice Party,"SOXSMITH, Robyn",0
11378,Giralang,Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",0
11379,Giralang,Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",0
11380,Giralang,Brindabella,Canberra Liberals,"DANIELS, James",0
11381,Giralang,Brindabella,Canberra Liberals,"HIATT, Jane",0
11382,Giralang,Brindabella,Canberra Liberals,"LAWDER, Nicole",0
11383,Giralang,Brindabella,Canberra Liberals,"PARTON, Mark",0
11384,Giralang,Brindabella,Canberra Liberals,"WALL, Andrew",0
11385,Giralang,Brindabella,Liberal Democrats,"GOWOR, Jacob",0
11386,Giralang,Brindabella,Liberal Democrats,"KNIGHT, Matthew",0
11387,Giralang,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",0
11388,Giralang,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",0
11389,Giralang,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",0
11390,Giralang,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",0
11391,Giralang,Brindabella,The ACT Greens,"DAVIS, Johnathan",0
11392,Giralang,Brindabella,The ACT Greens,"ELLERMAN, Sue",0
11393,Giralang,Brindabella,The ACT Greens,"NUTTALL, Laura",0
11394,Giralang,Ginninderra,ACT Labor,"BERRY, Yvette",9
11395,Giralang,Ginninderra,ACT Labor,"CHEYNE, Tara",6
11396,Giralang,Ginninderra,ACT Labor,"DUCKER, Sue",1
11397,Giralang,Ginninderra,ACT Labor,"LLOYD, Greg",0
11398,Giralang,Ginninderra,ACT Labor,"RAMSAY, Gordon",1
11399,Giralang,Ginninderra,Animal Justice Party,"DREW, Carolyne",0
11400,Giralang,Ginninderra,Animal Justice Party,"DREW, Lara",0
11401,Giralang,Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",0
11402,Giralang,Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",0
11403,Giralang,Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",0
11404,Giralang,Ginninderra,Belco Party,"DUBEY, Vijay",0
11405,Giralang,Ginninderra,Belco Party,"HENRY, Chic",1
11406,Giralang,Ginninderra,Belco Party,"LOUNT, Angela",1
11407,Giralang,Ginninderra,Belco Party,"STEFANIAK, Bill",1
11408,Giralang,Ginninderra,Belco Party,"TUTT, Alan",0
11409,Giralang,Ginninderra,Canberra Liberals,"CAIN, Peter",3
11410,Giralang,Ginninderra,Canberra Liberals,"GUNNING, Robert",1
11411,Giralang,Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",4
11412,Giralang,Ginninderra,Canberra Liberals,"LAM, Kacey",3
11413,Giralang,Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",4
11414,Giralang,Ginninderra,Labour DLP,"McCLURE, Helen",0
11415,Giralang,Ginninderra,Labour DLP,"McCLURE, Ian",0
11416,Giralang,Ginninderra,Liberal Democrats,"DE LUCA, Dominic",0
11417,Giralang,Ginninderra,Liberal Democrats,"JAKEMAN, Guy",1
11418,Giralang,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",0
11419,Giralang,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",1
11420,Giralang,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",0
11421,Giralang,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",1
11422,Giralang,Ginninderra,The ACT Greens,"CLAY, Jo",2
11423,Giralang,Ginninderra,The ACT Greens,"LIERSCH, Tim",0
11424,Giralang,Ginninderra,The ACT Greens,"MILLNER, Katt",1
11425,Giralang,Ginninderra,Ungrouped,"CULLEN, Mignonne",0
11426,Giralang,Kurrajong,ACT Labor,"ANDERSON, Judy",0
11427,Giralang,Kurrajong,ACT Labor,"BARR, Andrew",0
11428,Giralang,Kurrajong,ACT Labor,"INGRAM, Jacob",0
11429,Giralang,Kurrajong,ACT Labor,"NORTHAM, Maddy",0
11430,Giralang,Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",0
11431,Giralang,Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",0
11432,Giralang,Kurrajong,Animal Justice Party,"SMITH, Julie",0
11433,Giralang,Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",0
11434,Giralang,Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",0
11435,Giralang,Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",0
11436,Giralang,Kurrajong,Canberra Liberals,"BURCH, Candice",0
11437,Giralang,Kurrajong,Canberra Liberals,"GUMBER, Rattesh",0
11438,Giralang,Kurrajong,Canberra Liberals,"JOHNSON, Robert",0
11439,Giralang,Kurrajong,Canberra Liberals,"LEE, Elizabeth",0
11440,Giralang,Kurrajong,Canberra Liberals,"PENTONY, Patrick",0
11441,Giralang,Kurrajong,Canberra Progressives,"BOHM, Tim",0
11442,Giralang,Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",0
11443,Giralang,Kurrajong,Canberra Progressives,"FAULKNER, Therese",0
11444,Giralang,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"ANGEL, Joy",0
11445,Giralang,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"HAYDON, John",0
11446,Giralang,Kurrajong,The ACT Greens,"BOISEN, Adriana",0
11447,Giralang,Kurrajong,The ACT Greens,"BREWER, Michael",0
11448,Giralang,Kurrajong,The ACT Greens,"RATTENBURY, Shane",0
11449,Giralang,Kurrajong,The ACT Greens,"VASSAROTTI, Rebecca",0
11450,Giralang,Kurrajong,The Community Action Party (ACT),"HOPPER, Alvin",0
11451,Giralang,Kurrajong,The Community Action Party (ACT),"WILLIAMS, Robyn",0
11452,Giralang,Kurrajong,Ungrouped,"DAMIANO, Marilena",0
11453,Giralang,Kurrajong,Ungrouped,"PAINE, Bruce",0
11454,Giralang,Murrumbidgee,ACT Labor,"CODY, Bec",0
11455,Giralang,Murrumbidgee,ACT Labor,"DOBSON, Tim",0
11456,Giralang,Murrumbidgee,ACT Labor,"LONG, Brendan",0
11457,Giralang,Murrumbidgee,ACT Labor,"PATERSON, Marisa",0
11458,Giralang,Murrumbidgee,ACT Labor,"STEEL, Chris",0
11459,Giralang,Murrumbidgee,Animal Justice Party,"del VALLE, Yana",0
11460,Giralang,Murrumbidgee,Animal Justice Party,"HANDBY, Edmund",0
11461,Giralang,Murrumbidgee,Australian Climate Change Justice Party,"BYRNES, Rohan",0
11462,Giralang,Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",0
11463,Giralang,Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",0
11464,Giralang,Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",0
11465,Giralang,Murrumbidgee,Australian Climate Change Justice Party,"VEENSTRA, Peter",0
11466,Giralang,Murrumbidgee,Canberra Liberals,"COCKS, Ed",0
11467,Giralang,Murrumbidgee,Canberra Liberals,"HANSON, Jeremy",0
11468,Giralang,Murrumbidgee,Canberra Liberals,"JONES, Giulia",0
11469,Giralang,Murrumbidgee,Canberra Liberals,"SINGH, Amardeep",0
11470,Giralang,Murrumbidgee,Canberra Liberals,"SUINE, Sarah",0
11471,Giralang,Murrumbidgee,Canberra Progressives,"KNIGHT, Robert",0
11472,Giralang,Murrumbidgee,Canberra Progressives,"LIN, Stephen",0
11473,Giralang,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","GILMAYER, Mark",0
11474,Giralang,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","YEATMAN, Gordon",0
11475,Giralang,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"BUCKMASTER, Geoff",0
11476,Giralang,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"MAIL, Jill",0
11477,Giralang,Murrumbidgee,The ACT Greens,"BAKER, Terry",0
11478,Giralang,Murrumbidgee,The ACT Greens,"DAVIDSON, Emma",0
11479,Giralang,Murrumbidgee,The ACT Greens,"GORENG GORENG, Tjanara",0
11480,Giralang,Murrumbidgee,Ungrouped,"CARRICK, Fiona",0
11481,Giralang,Murrumbidgee,Ungrouped,"PERREN-LEVERIDGE, Lee",0
11482,Giralang,Murrumbidgee,Ungrouped,"WHYTE, Brendan",0
11483,Giralang,Yerrabi,ACT Labor,"FISCHER, Tom",18
11484,Giralang,Yerrabi,ACT Labor,"GUPTA, Deepak-Raj",8
11485,Giralang,Yerrabi,ACT Labor,"ORR, Suzanne",102
11486,Giralang,Yerrabi,ACT Labor,"PETTERSSON, Michael",47
11487,Giralang,Yerrabi,ACT Labor,"PHILLIPS, Georgia",32
11488,Giralang,Yerrabi,Animal Justice Party,"BRENNAN, Bernie",1
11489,Giralang,Yerrabi,Animal Justice Party,"HORNE, Francine",5
11490,Giralang,Yerrabi,Australian Federation Party Australian Capital Territory,"HUSSAIN, Mohammad Munir",2
11491,Giralang,Yerrabi,Canberra Liberals,"CASTLEY, Leanne",36
11492,Giralang,Yerrabi,Canberra Liberals,"COE, Alistair",114
11493,Giralang,Yerrabi,Canberra Liberals,"MILLIGAN, James",21
11494,Giralang,Yerrabi,Canberra Liberals,"NADIMPALLI, Krishna",17
11495,Giralang,Yerrabi,Canberra Liberals,"VADAKKEDATHU, Jacob",48
11496,Giralang,Yerrabi,Canberra Progressives,"STELZIG, Mike",6
11497,Giralang,Yerrabi,Canberra Progressives,"WILLIAMS, Bethany",19
11498,Giralang,Yerrabi,David Pollard Independent,"POLLARD, David",61
11499,Giralang,Yerrabi,David Pollard Independent,"POLLARD, Stephanie",7
11500,Giralang,Yerrabi,Labour DLP,"HELMORE, Olivia",15
11501,Giralang,Yerrabi,Labour DLP,"STRANG, Bernie",4
11502,Giralang,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",4
11503,Giralang,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",4
11504,Giralang,Yerrabi,The ACT Greens,"BRADDOCK, Andrew",50
11505,Giralang,Yerrabi,The ACT Greens,"HAQUE, Mainul",22
11506,Giralang,Yerrabi,Ungrouped,"CROSS, Helen",4
11507,Giralang,Yerrabi,Ungrouped,"LI, Fuxin",1
11508,Gungahlin North,Brindabella,ACT Labor,"BURCH, Joy",0
11509,Gungahlin North,Brindabella,ACT Labor,"DAY, Cathy",0
11510,Gungahlin North,Brindabella,ACT Labor,"FORDE, Brendan",0
11511,Gungahlin North,Brindabella,ACT Labor,"GENTLEMAN, Mick",0
11512,Gungahlin North,Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",0
11513,Gungahlin North,Brindabella,Animal Justice Party,"FAHIZ, Jannah",0
11514,Gungahlin North,Brindabella,Animal Justice Party,"SOXSMITH, Robyn",0
11515,Gungahlin North,Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",0
11516,Gungahlin North,Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",0
11517,Gungahlin North,Brindabella,Canberra Liberals,"DANIELS, James",0
11518,Gungahlin North,Brindabella,Canberra Liberals,"HIATT, Jane",0
11519,Gungahlin North,Brindabella,Canberra Liberals,"LAWDER, Nicole",0
11520,Gungahlin North,Brindabella,Canberra Liberals,"PARTON, Mark",0
11521,Gungahlin North,Brindabella,Canberra Liberals,"WALL, Andrew",0
11522,Gungahlin North,Brindabella,Liberal Democrats,"GOWOR, Jacob",0
11523,Gungahlin North,Brindabella,Liberal Democrats,"KNIGHT, Matthew",0
11524,Gungahlin North,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",0
11525,Gungahlin North,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",0
11526,Gungahlin North,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",0
11527,Gungahlin North,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",0
11528,Gungahlin North,Brindabella,The ACT Greens,"DAVIS, Johnathan",0
11529,Gungahlin North,Brindabella,The ACT Greens,"ELLERMAN, Sue",0
11530,Gungahlin North,Brindabella,The ACT Greens,"NUTTALL, Laura",0
11531,Gungahlin North,Ginninderra,ACT Labor,"BERRY, Yvette",1
11532,Gungahlin North,Ginninderra,ACT Labor,"CHEYNE, Tara",3
11533,Gungahlin North,Ginninderra,ACT Labor,"DUCKER, Sue",0
11534,Gungahlin North,Ginninderra,ACT Labor,"LLOYD, Greg",0
11535,Gungahlin North,Ginninderra,ACT Labor,"RAMSAY, Gordon",2
11536,Gungahlin North,Ginninderra,Animal Justice Party,"DREW, Carolyne",0
11537,Gungahlin North,Ginninderra,Animal Justice Party,"DREW, Lara",1
11538,Gungahlin North,Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",0
11539,Gungahlin North,Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",0
11540,Gungahlin North,Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",0
11541,Gungahlin North,Ginninderra,Belco Party,"DUBEY, Vijay",0
11542,Gungahlin North,Ginninderra,Belco Party,"HENRY, Chic",0
11543,Gungahlin North,Ginninderra,Belco Party,"LOUNT, Angela",0
11544,Gungahlin North,Ginninderra,Belco Party,"STEFANIAK, Bill",0
11545,Gungahlin North,Ginninderra,Belco Party,"TUTT, Alan",0
11546,Gungahlin North,Ginninderra,Canberra Liberals,"CAIN, Peter",1
11547,Gungahlin North,Ginninderra,Canberra Liberals,"GUNNING, Robert",1
11548,Gungahlin North,Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",3
11549,Gungahlin North,Ginninderra,Canberra Liberals,"LAM, Kacey",3
11550,Gungahlin North,Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",0
11551,Gungahlin North,Ginninderra,Labour DLP,"McCLURE, Helen",1
11552,Gungahlin North,Ginninderra,Labour DLP,"McCLURE, Ian",1
11553,Gungahlin North,Ginninderra,Liberal Democrats,"DE LUCA, Dominic",0
11554,Gungahlin North,Ginninderra,Liberal Democrats,"JAKEMAN, Guy",0
11555,Gungahlin North,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",3
11556,Gungahlin North,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",0
11557,Gungahlin North,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",1
11558,Gungahlin North,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",0
11559,Gungahlin North,Ginninderra,The ACT Greens,"CLAY, Jo",1
11560,Gungahlin North,Ginninderra,The ACT Greens,"LIERSCH, Tim",1
11561,Gungahlin North,Ginninderra,The ACT Greens,"MILLNER, Katt",4
11562,Gungahlin North,Ginninderra,Ungrouped,"CULLEN, Mignonne",1
11563,Gungahlin North,Kurrajong,ACT Labor,"ANDERSON, Judy",1
11564,Gungahlin North,Kurrajong,ACT Labor,"BARR, Andrew",3
11565,Gungahlin North,Kurrajong,ACT Labor,"INGRAM, Jacob",0
11566,Gungahlin North,Kurrajong,ACT Labor,"NORTHAM, Maddy",3
11567,Gungahlin North,Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",1
11568,Gungahlin North,Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",0
11569,Gungahlin North,Kurrajong,Animal Justice Party,"SMITH, Julie",0
11570,Gungahlin North,Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",0
11571,Gungahlin North,Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",0
11572,Gungahlin North,Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",0
11573,Gungahlin North,Kurrajong,Canberra Liberals,"BURCH, Candice",1
11574,Gungahlin North,Kurrajong,Canberra Liberals,"GUMBER, Rattesh",3
11575,Gungahlin North,Kurrajong,Canberra Liberals,"JOHNSON, Robert",1
11576,Gungahlin North,Kurrajong,Canberra Liberals,"LEE, Elizabeth",2
11577,Gungahlin North,Kurrajong,Canberra Liberals,"PENTONY, Patrick",3
11578,Gungahlin North,Kurrajong,Canberra Progressives,"BOHM, Tim",0
11579,Gungahlin North,Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",0
11580,Gungahlin North,Kurrajong,Canberra Progressives,"FAULKNER, Therese",0
11581,Gungahlin North,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"ANGEL, Joy",0
11582,Gungahlin North,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"HAYDON, John",0
11583,Gungahlin North,Kurrajong,The ACT Greens,"BOISEN, Adriana",1
11584,Gungahlin North,Kurrajong,The ACT Greens,"BREWER, Michael",0
11585,Gungahlin North,Kurrajong,The ACT Greens,"RATTENBURY, Shane",0
11586,Gungahlin North,Kurrajong,The ACT Greens,"VASSAROTTI, Rebecca",2
11587,Gungahlin North,Kurrajong,The Community Action Party (ACT),"HOPPER, Alvin",0
11588,Gungahlin North,Kurrajong,The Community Action Party (ACT),"WILLIAMS, Robyn",0
11589,Gungahlin North,Kurrajong,Ungrouped,"DAMIANO, Marilena",1
11590,Gungahlin North,Kurrajong,Ungrouped,"PAINE, Bruce",0
11591,Gungahlin North,Murrumbidgee,ACT Labor,"CODY, Bec",0
11592,Gungahlin North,Murrumbidgee,ACT Labor,"DOBSON, Tim",0
11593,Gungahlin North,Murrumbidgee,ACT Labor,"LONG, Brendan",0
